filename,width,height,class,xmin,ymin,xmax,ymax
01G2YKD9T94J2DFV1ZWKYDSZQH_jpeg.rf.408e8d5ee1cef2e78982888bb2fc3546.jpg,640,640,banana,13,122,621,493
20220325_104545_jpg.rf.40b257a490c302e26a29103d81e611ff.jpg,640,640,banana,196,150,412,391
20220325_104545_jpg.rf.40b257a490c302e26a29103d81e611ff.jpg,640,640,banana,113,245,311,488
20220325_104545_jpg.rf.40b257a490c302e26a29103d81e611ff.jpg,640,640,banana,120,342,358,498
20220325_104545_jpg.rf.40b257a490c302e26a29103d81e611ff.jpg,640,640,banana,415,268,584,625
20220325_104545_jpg.rf.40b257a490c302e26a29103d81e611ff.jpg,640,640,banana,314,55,614,195
-00003_jpeg_jpg.rf.0179c2d7ffdd3d174f947329bf2323e5.jpg,640,640,apple,0,0,640,640
IMG_5806_JPG.rf.2b183c4fc8785f4aff3c27c9d758b372.jpg,640,640,pineapple,174,50,449,426
S__3539020_0_jpg.rf.a30893434db26167ffc1bd88f913377a.jpg,640,640,apple,0,283,135,439
S__3539019_0_jpg.rf.668c475cd2a4ce748f3ed2d93c46ec31.jpg,640,640,apple,177,274,412,451
AQAD1MQxGwcQ6Et-_jpg.rf.e1331c0afbd0e9724bb0e30ce53c7e9b.jpg,640,640,apple,81,138,550,600
AQAD2MQxGwcQ6Et-_jpg.rf.43d0e781bf3db6b855c6c17c4bc6a907.jpg,640,640,apple,112,63,271,328
119_jpg.rf.805ed8f75c30d8cf35d54ba4c304c07e.jpg,640,640,orange,337,92,488,292
Banane12_png.rf.ae14f690ff6728a9a4a15212b01f9000.jpg,640,640,banana,78,27,520,542
-00001_jpeg_jpg.rf.da87ddcaf0bebb8dccc33a86cbcfaaeb.jpg,640,640,apple,0,0,640,640

-_-_jpg.rf.eb7095c8ad2994f37765c0a7ba8844e6.jpg,640,640,grapes,181,181,561,455
01G2YKD9QZ6FTQA544TZ0NBG4D_jpeg.rf.ef9789bc70deeeafe33827a3a29b5f0c.jpg,640,640,banana,13,122,621,493
01G2YKD66GEGAD8XT82HWYNP2Z_jpeg.rf.c49ab6f31497511e36d08486d3aa5f7e.jpg,640,640,banana,6,19,608,589
grapesNew1_155_jpg.rf.6f591484aa26f48b4a87c15a37e47dc2.jpg,640,640,grapes,128,6,416,635
grapesNew1_155_jpg.rf.6f591484aa26f48b4a87c15a37e47dc2.jpg,640,640,grapes,417,170,515,397
464_jpeg.rf.d7c593376430a62e5265b63243c79212.jpg,640,640,pineapple,275,0,467,588
Pineapple-17-_jpg.rf.f4fde5c02d4cf4d6017e909dcd4bbd39.jpg,640,640,pineapple,142,20,483,614
01G2YKD7PY70YFPHK1VDZC6P1A_jpeg.rf.7b47206db91c190eb3a50fef97420769.jpg,640,640,banana,6,77,621,525
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,299,95,448,605
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,408,0,506,150
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,132,0,217,101
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,0,0,68,156
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,31,363,166,577
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,184,326,267,487
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,254,366,310,467
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,574,168,640,412
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,551,354,625,538
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,575,573,640,639
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,464,608,520,640
-_-_jpg.rf.56ddde03da0e7c843eecc3b7d24fb067.jpg,640,640,grapes,531,522,575,640
01G2YKD88QW1768HS0C9Z319AS_jpeg.rf.ad9f010ca753225381f3a5f8ef0074c2.jpg,640,640,banana,6,77,621,525
-00015_jpeg_jpg.rf.6a471620de39728d511041c702ff3ac8.jpg,640,640,apple,0,0,640,640
grapesNew1_157_jpg.rf.57dc5a554280d6ec67f6d81e99d7a068.jpg,640,640,grapes,154,39,355,632
grapesNew1_157_jpg.rf.57dc5a554280d6ec67f6d81e99d7a068.jpg,640,640,grapes,347,116,447,417
2023-12-20-01-45-44_jpg.rf.9c222ca3566d81134c643fbba7316e50.jpg,640,640,pineapple,116,15,530,624
2023-12-20-01-46-05_jpg.rf.439051cb4f44c95cb63a11da7c431bbe.jpg,640,640,pineapple,16,50,452,608
bananaNew1_178_jpg.rf.42fb8e27fbe188c5b63429018523de31.jpg,640,640,banana,246,13,586,619
01G2YKD618Y3C5Q9FQAB8WEAE6_jpeg.rf.bd68b5f27eb9a577a9ae6f2d430ec1d1.jpg,640,640,banana,6,19,608,589
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,29,0,279,256
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,256,0,423,254
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,414,20,423,60
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,458,0,579,203
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,162,330,305,640
grapesNew1_150_jpg.rf.dd31d07243b225763dc23bfa4d115df7.jpg,640,640,grapes,479,256,580,640
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,228,110,343,557
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,366,51,539,484
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,533,248,640,593
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,0,189,165,640
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,151,225,248,592
540_jpg.rf.c98878bf9f37de89b833dd148a0cdf89.jpg,640,640,pineapple,331,316,446,614
01G2YKD962EF7SG3VM5DWKKFFQ_jpeg.rf.cfa680fcfb217e3c8e435f7ae7d67ec0.jpg,640,640,banana,6,77,621,525
cam51_jpg.rf.448dae1ce9c7542db071a5e36f48dc46.jpg,640,640,orange,92,185,461,388
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,147,49,330,220
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,324,60,534,222
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,541,44,639,220
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,344,239,529,399
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,126,399,327,589
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,2,229,144,396
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,0,396,125,584
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,0,52,157,229
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,323,400,525,604
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,154,230,353,397
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,532,221,640,406
Fuji_Apples_gbox_1600x_png.rf.e1c46e0ee598613841d45a17dff1e66f.jpg,640,640,apple,521,410,640,602
Banana__Healthy_augmented_32_jpg.rf.81cd00a077ff6f67e1ece44730c8a876.jpg,640,640,banana,133,182,245,557
Banana__Healthy_augmented_32_jpg.rf.81cd00a077ff6f67e1ece44730c8a876.jpg,640,640,banana,247,29,519,343
Banana__Healthy_augmented_32_jpg.rf.81cd00a077ff6f67e1ece44730c8a876.jpg,640,640,banana,269,395,522,640
-00020_jpeg_jpg.rf.3117d976076b371df72de21721a628a4.jpg,640,640,apple,0,0,640,640
000218_jpg.rf.07ba8d1737e25ad064ced76190d2b247.jpg,640,640,banana,278,28,508,366
000218_jpg.rf.07ba8d1737e25ad064ced76190d2b247.jpg,640,640,banana,85,98,272,412
000218_jpg.rf.07ba8d1737e25ad064ced76190d2b247.jpg,640,640,banana,203,274,410,599
01G2YKDA9Q4AFPV4MAGXGVFBG3_jpeg.rf.d64d73c802c734f64b0f5b99c5442999.jpg,640,640,banana,13,122,621,493
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,284,229,397,445
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,436,376,507,500
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,521,318,594,423
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,341,445,405,554
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,287,446,333,558
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,185,352,241,483
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,178,494,220,582
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,151,490,189,560
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,93,455,143,557
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,17,440,88,573
grapesNew1_16_jpg.rf.a0a5447249f22261fd75958fd00a368c.jpg,640,640,grapes,0,484,28,558
-00018_jpeg_jpg.rf.b320bba3bce89aa86ba50e57a42e773e.jpg,640,640,apple,0,0,640,640
Pineapple_14_jpg.rf.29b39a05c1d7e9249885c2b2f4503898.jpg,640,640,pineapple,145,73,505,609
01G2YKD9PK8ZN8B5Y2A63XKBDS_jpeg.rf.94626c5608239515abb1496c2fe56a03.jpg,640,640,banana,13,122,621,493
-00020_jpeg_jpg.rf.c6da81af9b119bb20cfc9eae1900ab5b.jpg,640,640,apple,0,0,640,640
117_jpg.rf.5b49afb7ad628f1ebfe495805a4f0df8.jpg,640,640,orange,350,154,544,412
cam41_jpg.rf.36c4f422d60a5e276d3c6dfeb8e8ac27.jpg,640,640,orange,103,207,467,409
01G2YKD69F5HF10ERHHNG86NT0_jpeg.rf.314d3c3a1e6bb5c88f2d2a313eca5260.jpg,640,640,banana,6,19,608,589
-00027_jpeg_jpg.rf.e467ba130556558beca8620e2bcd87d0.jpg,640,640,apple,0,0,640,640
-00006_jpeg_jpg.rf.cc0194a25e3cbc85f8849cfc1fa85222.jpg,640,640,apple,0,0,640,640
01G2YKD8PS35EY860K8NX27TG3_jpeg.rf.d4d7e93118e263cceb2f970c9ff108a1.jpg,640,640,banana,6,77,621,525
fresh-44-_png.rf.b5fdfc80e605b204c1325c038eab3c32.jpg,640,640,orange,13,15,612,632
apple-42-_jpg.rf.109a6065ea6c183a6eac11e0ba3f4bbe.jpg,640,640,apple,240,143,409,439
fresh-53-_png.rf.7ebab594aca6a594dc8659db618a0412.jpg,640,640,orange,18,10,569,639
-00021_jpeg_jpg.rf.b69efe51d020d12f47f9389b70e7bc41.jpg,640,640,apple,0,0,640,640
2023-12-20-01-44-05_jpg.rf.b9ba2fb0a5d0914e9035cbc2198ce33f.jpg,640,640,pineapple,181,11,451,640
01G2YKDAAVFJYD07Z92CBT9KPS_jpeg.rf.72ab910856ab8f684be02a78d491b8bd.jpg,640,640,banana,13,122,621,493
2BWwsyWjqBQvBwby_jpg.rf.8a66efa3f276985c345b20c018b1665a.jpg,640,640,pineapple,260,143,369,433
01G2YKDB8PFKMAZG2E8ESZFJY4_jpeg.rf.4a6e1e68f428b62d357762c0950ac842.jpg,640,640,banana,90,7,531,628
2023-12-20-01-44-00_jpg.rf.9416d072af1d925ac306285e520f3d39.jpg,640,640,pineapple,182,3,432,640
Banana__Healthy_augmented_36_jpg.rf.ba7c966f6d83a0f7f356a08507026a33.jpg,640,640,banana,50,1,556,634
-00023_jpeg_jpg.rf.2c1a67b9b1950547dc09d9fc67d3ec54.jpg,640,640,apple,0,0,640,640
img00763_jpg.rf.4fd1bec340d83a378d6a81221805aeb1.jpg,640,640,banana,178,257,492,387
bananaNew1_194_jpg.rf.aa84764546c02c4ffab7e32452af2b63.jpg,640,640,banana,4,71,634,351
AQADcMsxG-SQyUt9_jpg.rf.bdab08172cecb1bdaa86b99aaaa2da61.jpg,640,640,apple,108,161,279,431
AQADcMsxG-SQyUt9_jpg.rf.bdab08172cecb1bdaa86b99aaaa2da61.jpg,640,640,apple,249,87,486,413
AQADcMsxG-SQyUt9_jpg.rf.bdab08172cecb1bdaa86b99aaaa2da61.jpg,640,640,apple,238,386,444,600
01G2YKDCAZE0TW37CP94V4S15J_jpeg.rf.20ce1be2c4c03b51a25e31146b3914ec.jpg,640,640,banana,96,0,525,627
fresh-61-_png.rf.70395a1938053a07f47376b0357a4c93.jpg,640,640,orange,38,8,632,635
01G2YKDBGW6QQWVWE3ECR7X8BN_jpeg.rf.754f50beead5d28c1c8c781312e1aad0.jpg,640,640,banana,0,135,621,487
-00027_jpeg_jpg.rf.dff1720030bac96dfcdf8eeddb97282d.jpg,640,640,apple,0,0,640,640
-00029_jpeg_jpg.rf.1cb5629c928afca8e0923ce20a7908e7.jpg,640,640,apple,0,0,640,640
fresh-39-_png.rf.e6d79a1c7e651a5590d50b2da3c23366.jpg,640,640,orange,79,39,587,640
01G2YKDAV6PDP7S55P92XA8Y3F_jpeg.rf.ba8e5d9bf46ffab73201a0a6f40af4d4.jpg,640,640,banana,13,122,621,493
01G2YKDCY1AR8D0DT6WJGKA99P_jpeg.rf.2135ddc78662c17b87e2720c5385203e.jpg,640,640,banana,0,154,640,487
01G2YMVHZFR4Y4NJRVZ831VVK7_jpeg.rf.830efedbd5c472c3c770c0bb0c08da33.jpg,640,640,banana,7,39,628,583
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,85,381,367,571
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,380,369,588,529
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,173,159,398,374
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,102,297,227,453
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,0,251,126,355
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,0,149,113,216
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,152,77,204,145
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,250,101,345,214
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,350,148,545,333
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,497,97,592,178
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,87,89,138,149
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,26,5,98,93
25a03e02e517703216694a28ecaf59cf_jpg.rf.8db17bbae48d36431b37c7b26b2b1c27.jpg,640,640,pineapple,160,0,227,74
Banana__Healthy_augmented_38_jpg.rf.79224057027ad192cee5bfdd32906b9e.jpg,640,640,banana,19,92,503,639

000158_jpg.rf.22c1d180b16a9ff84b8caa1e7a2a33a7.jpg,640,640,banana,56,141,274,479
01G2YKDCD0A602YWXDBKZ9EW8D_jpeg.rf.06e87c64e896dace784c9c934e28d1e6.jpg,640,640,banana,83,0,531,627
AQAD98sxG-SQyUt9_jpg.rf.1f65d6a6a6549fc0b2eb5652dae10dfe.jpg,640,640,apple,182,154,466,536
01G2YKDCSQBGFM7PC8JYWAHP17_jpeg.rf.07603d197c98b860f73013ded1e6bf9d.jpg,640,640,banana,90,0,525,627
apple-25-_jpg.rf.f38453abc707003b66d301596a620925.jpg,640,640,apple,118,144,420,534
Banana__Healthy_augmented_6_jpg.rf.c29e5584247381c4bd4c3583d9f3849f.jpg,640,640,banana,17,0,512,497
01G2YKDCDE4NN6MWRHCX9TSJCK_jpeg.rf.40352e8a4eefe9c7453ae7cf30780f4b.jpg,640,640,banana,90,0,525,627
-00038_jpeg_jpg.rf.0ca4c1e4c48505a1fd5a5916266e7f4d.jpg,640,640,apple,0,0,640,640
-00028_jpeg_jpg.rf.396639c02c99eb58d2e515ffebfd2537.jpg,640,640,apple,0,0,640,640
000397_jpg.rf.99c6518d36c9dbca7e4d9853b8c9baa2.jpg,640,640,banana,299,57,577,513
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,156,31,247,135
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,72,67,169,164
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,261,55,324,111
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,302,109,350,155
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,358,75,391,146
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,58,37,111,77
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,0,62,45,126
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,52,87,89,137
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,250,96,291,140
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,499,21,546,123
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,251,180,325,351
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,287,368,343,484
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,343,454,365,503
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,298,466,328,550
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,258,428,280,504
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,228,401,259,487
grapesNew1_175_jpg.rf.5f5385e52459cf7c1dc28ef86983bc0e.jpg,640,640,grapes,244,347,283,422
